problem,run,trial,n_seen,accuracy,input,correct,predicted
waves.1.c004,1,4,1,1,"C (CONS (DIGIT 8) (CONS (DIGIT 3) (CONS (DIGIT 8) (CONS (DIGIT 6) (CONS (DIGIT 8) (CONS (DECC (DIGIT 3) 2) []))))))","CONS (DECC (DIGIT 1) 1) (CONS (DECC (DIGIT 1) 9) (CONS (DECC (DIGIT 2) 4) (CONS (DECC (DIGIT 3) 3) (CONS (DECC (DIGIT 4) 2) (CONS (DIGIT 5) (CONS (DECC (DIGIT 8) 2) (CONS (DIGIT 0) (CONS (DECC (DIGIT 6) 4) (CONS (DIGIT 9) [])))))))))","CONS (DECC (DIGIT 1) 1) (CONS (DECC (DIGIT 1) 9) (CONS (DECC (DIGIT 2) 4) (CONS (DECC (DIGIT 3) 3) (CONS (DECC (DIGIT 4) 2) (CONS (DIGIT 5) (CONS (DECC (DIGIT 8) 2) (CONS (DIGIT 0) (CONS (DECC (DIGIT 6) 4) (CONS (DIGIT 9) [])))))))))"
waves.1.c004,1,5,1,1,"C (CONS (DIGIT 0) (CONS (DECC (DIGIT 2) 2) (CONS (DECC (DIGIT 4) 0) [])))","CONS (DECC (DIGIT 1) 1) (CONS (DECC (DIGIT 1) 9) (CONS (DECC (DIGIT 2) 4) (CONS (DECC (DIGIT 3) 3) (CONS (DECC (DIGIT 4) 2) (CONS (DIGIT 5) (CONS (DECC (DIGIT 8) 2) (CONS (DIGIT 0) (CONS (DECC (DIGIT 6) 4) (CONS (DIGIT 9) [])))))))))","CONS (DECC (DIGIT 1) 1) (CONS (DECC (DIGIT 1) 9) (CONS (DECC (DIGIT 2) 4) (CONS (DECC (DIGIT 3) 3) (CONS (DECC (DIGIT 4) 2) (CONS (DIGIT 5) (CONS (DECC (DIGIT 8) 2) (CONS (DIGIT 0) (CONS (DECC (DIGIT 6) 4) (CONS (DIGIT 9) [])))))))))"
waves.1.c004,1,6,1,1,"C (CONS (DIGIT 9) (CONS (DECC (DIGIT 1) 9) (CONS (DIGIT 0) (CONS (DIGIT 7) (CONS (DIGIT 1) [])))))","CONS (DECC (DIGIT 1) 1) (CONS (DECC (DIGIT 1) 9) (CONS (DECC (DIGIT 2) 4) (CONS (DECC (DIGIT 3) 3) (CONS (DECC (DIGIT 4) 2) (CONS (DIGIT 5) (CONS (DECC (DIGIT 8) 2) (CONS (DIGIT 0) (CONS (DECC (DIGIT 6) 4) (CONS (DIGIT 9) [])))))))))","CONS (DECC (DIGIT 1) 1) (CONS (DECC (DIGIT 1) 9) (CONS (DECC (DIGIT 2) 4) (CONS (DECC (DIGIT 3) 3) (CONS (DECC (DIGIT 4) 2) (CONS (DIGIT 5) (CONS (DECC (DIGIT 8) 2) (CONS (DIGIT 0) (CONS (DECC (DIGIT 6) 4) (CONS (DIGIT 9) [])))))))))"
waves.1.c004,1,7,1,1,"C (CONS (DIGIT 7) [])","CONS (DECC (DIGIT 1) 1) (CONS (DECC (DIGIT 1) 9) (CONS (DECC (DIGIT 2) 4) (CONS (DECC (DIGIT 3) 3) (CONS (DECC (DIGIT 4) 2) (CONS (DIGIT 5) (CONS (DECC (DIGIT 8) 2) (CONS (DIGIT 0) (CONS (DECC (DIGIT 6) 4) (CONS (DIGIT 9) [])))))))))","CONS (DECC (DIGIT 1) 1) (CONS (DECC (DIGIT 1) 9) (CONS (DECC (DIGIT 2) 4) (CONS (DECC (DIGIT 3) 3) (CONS (DECC (DIGIT 4) 2) (CONS (DIGIT 5) (CONS (DECC (DIGIT 8) 2) (CONS (DIGIT 0) (CONS (DECC (DIGIT 6) 4) (CONS (DIGIT 9) [])))))))))"
waves.1.c004,1,8,1,1,"C (CONS (DECC (DIGIT 1) 7) (CONS (DIGIT 4) (CONS (DECC (DIGIT 2) 3) (CONS (DIGIT 6) (CONS (DIGIT 8) (CONS (DIGIT 8) (CONS (DIGIT 3) (CONS (DECC (DIGIT 5) 6) (CONS (DIGIT 1) [])))))))))","CONS (DECC (DIGIT 1) 1) (CONS (DECC (DIGIT 1) 9) (CONS (DECC (DIGIT 2) 4) (CONS (DECC (DIGIT 3) 3) (CONS (DECC (DIGIT 4) 2) (CONS (DIGIT 5) (CONS (DECC (DIGIT 8) 2) (CONS (DIGIT 0) (CONS (DECC (DIGIT 6) 4) (CONS (DIGIT 9) [])))))))))","CONS (DECC (DIGIT 1) 1) (CONS (DECC (DIGIT 1) 9) (CONS (DECC (DIGIT 2) 4) (CONS (DECC (DIGIT 3) 3) (CONS (DECC (DIGIT 4) 2) (CONS (DIGIT 5) (CONS (DECC (DIGIT 8) 2) (CONS (DIGIT 0) (CONS (DECC (DIGIT 6) 4) (CONS (DIGIT 9) [])))))))))"
waves.1.c004,1,9,1,1,"C (CONS (DIGIT 9) (CONS (DIGIT 3) (CONS (DECC (DIGIT 5) 8) (CONS (DECC (DIGIT 1) 0) (CONS (DECC (DIGIT 4) 8) (CONS (DECC (DIGIT 2) 9) (CONS (DIGIT 8) (CONS (DECC (DIGIT 7) 1) (CONS (DECC (DIGIT 2) 9) (CONS (DECC (DIGIT 7) 7) []))))))))))","CONS (DECC (DIGIT 1) 1) (CONS (DECC (DIGIT 1) 9) (CONS (DECC (DIGIT 2) 4) (CONS (DECC (DIGIT 3) 3) (CONS (DECC (DIGIT 4) 2) (CONS (DIGIT 5) (CONS (DECC (DIGIT 8) 2) (CONS (DIGIT 0) (CONS (DECC (DIGIT 6) 4) (CONS (DIGIT 9) [])))))))))","CONS (DECC (DIGIT 1) 1) (CONS (DECC (DIGIT 1) 9) (CONS (DECC (DIGIT 2) 4) (CONS (DECC (DIGIT 3) 3) (CONS (DECC (DIGIT 4) 2) (CONS (DIGIT 5) (CONS (DECC (DIGIT 8) 2) (CONS (DIGIT 0) (CONS (DECC (DIGIT 6) 4) (CONS (DIGIT 9) [])))))))))"
waves.1.c004,1,10,1,1,"C (CONS (DECC (DIGIT 3) 7) (CONS (DIGIT 9) (CONS (DECC (DIGIT 1) 0) (CONS (DECC (DIGIT 5) 0) []))))","CONS (DECC (DIGIT 1) 1) (CONS (DECC (DIGIT 1) 9) (CONS (DECC (DIGIT 2) 4) (CONS (DECC (DIGIT 3) 3) (CONS (DECC (DIGIT 4) 2) (CONS (DIGIT 5) (CONS (DECC (DIGIT 8) 2) (CONS (DIGIT 0) (CONS (DECC (DIGIT 6) 4) (CONS (DIGIT 9) [])))))))))","CONS (DECC (DIGIT 1) 1) (CONS (DECC (DIGIT 1) 9) (CONS (DECC (DIGIT 2) 4) (CONS (DECC (DIGIT 3) 3) (CONS (DECC (DIGIT 4) 2) (CONS (DIGIT 5) (CONS (DECC (DIGIT 8) 2) (CONS (DIGIT 0) (CONS (DECC (DIGIT 6) 4) (CONS (DIGIT 9) [])))))))))"
waves.1.c004,2,0,17,0,"C (CONS (DECC (DIGIT 8) 3) [])","CONS (DECC (DIGIT 1) 1) (CONS (DECC (DIGIT 1) 9) (CONS (DECC (DIGIT 2) 4) (CONS (DECC (DIGIT 3) 3) (CONS (DECC (DIGIT 4) 2) (CONS (DIGIT 5) (CONS (DECC (DIGIT 8) 2) (CONS (DIGIT 0) (CONS (DECC (DIGIT 6) 4) (CONS (DIGIT 9) [])))))))))","[]"
waves.1.c004,2,1,1,1,"C (CONS (DECC (DIGIT 1) 7) (CONS (DIGIT 8) (CONS (DECC (DIGIT 9) 9) (CONS (DECC (DIGIT 4) 1) (CONS (DECC (DIGIT 1) 2) (CONS (DECC (DIGIT 9) 2) (CONS (DECC (DIGIT 2) 2) (CONS (DIGIT 2) (CONS (DIGIT 5) [])))))))))","CONS (DECC (DIGIT 1) 1) (CONS (DECC (DIGIT 1) 9) (CONS (DECC (DIGIT 2) 4) (CONS (DECC (DIGIT 3) 3) (CONS (DECC (DIGIT 4) 2) (CONS (DIGIT 5) (CONS (DECC (DIGIT 8) 2) (CONS (DIGIT 0) (CONS (DECC (DIGIT 6) 4) (CONS (DIGIT 9) [])))))))))","CONS (DECC (DIGIT 1) 1) (CONS (DECC (DIGIT 1) 9) (CONS (DECC (DIGIT 2) 4) (CONS (DECC (DIGIT 3) 3) (CONS (DECC (DIGIT 4) 2) (CONS (DIGIT 5) (CONS (DECC (DIGIT 8) 2) (CONS (DIGIT 0) (CONS (DECC (DIGIT 6) 4) (CONS (DIGIT 9) [])))))))))"
waves.1.c004,2,2,1,1,"C (CONS (DIGIT 0) (CONS (DECC (DIGIT 2) 2) (CONS (DECC (DIGIT 4) 0) [])))","CONS (DECC (DIGIT 1) 1) (CONS (DECC (DIGIT 1) 9) (CONS (DECC (DIGIT 2) 4) (CONS (DECC (DIGIT 3) 3) (CONS (DECC (DIGIT 4) 2) (CONS (DIGIT 5) (CONS (DECC (DIGIT 8) 2) (CONS (DIGIT 0) (CONS (DECC (DIGIT 6) 4) (CONS (DIGIT 9) [])))))))))","CONS (DECC (DIGIT 1) 1) (CONS (DECC (DIGIT 1) 9) (CONS (DECC (DIGIT 2) 4) (CONS (DECC (DIGIT 3) 3) (CONS (DECC (DIGIT 4) 2) (CONS (DIGIT 5) (CONS (DECC (DIGIT 8) 2) (CONS (DIGIT 0) (CONS (DECC (DIGIT 6) 4) (CONS (DIGIT 9) [])))))))))"
waves.1.c004,2,3,1,1,"C (CONS (DECC (DIGIT 1) 0) (CONS (DECC (DIGIT 4) 5) (CONS (DECC (DIGIT 3) 3) (CONS (DECC (DIGIT 3) 5) (CONS (DIGIT 1) (CONS (DECC (DIGIT 4) 5) (CONS (DECC (DIGIT 2) 8) [])))))))","CONS (DECC (DIGIT 1) 1) (CONS (DECC (DIGIT 1) 9) (CONS (DECC (DIGIT 2) 4) (CONS (DECC (DIGIT 3) 3) (CONS (DECC (DIGIT 4) 2) (CONS (DIGIT 5) (CONS (DECC (DIGIT 8) 2) (CONS (DIGIT 0) (CONS (DECC (DIGIT 6) 4) (CONS (DIGIT 9) [])))))))))","CONS (DECC (DIGIT 1) 1) (CONS (DECC (DIGIT 1) 9) (CONS (DECC (DIGIT 2) 4) (CONS (DECC (DIGIT 3) 3) (CONS (DECC (DIGIT 4) 2) (CONS (DIGIT 5) (CONS (DECC (DIGIT 8) 2) (CONS (DIGIT 0) (CONS (DECC (DIGIT 6) 4) (CONS (DIGIT 9) [])))))))))"
waves.1.c004,2,4,1,1,"C (CONS (DECC (DIGIT 1) 7) (CONS (DECC (DIGIT 7) 8) (CONS (DIGIT 0) (CONS (DECC (DIGIT 7) 0) (CONS (DIGIT 7) (CONS (DIGIT 4) (CONS (DIGIT 4) (CONS (DIGIT 8) (CONS (DECC (DIGIT 1) 2) (CONS (DECC (DIGIT 4) 7) []))))))))))","CONS (DECC (DIGIT 1) 1) (CONS (DECC (DIGIT 1) 9) (CONS (DECC (DIGIT 2) 4) (CONS (DECC (DIGIT 3) 3) (CONS (DECC (DIGIT 4) 2) (CONS (DIGIT 5) (CONS (DECC (DIGIT 8) 2) (CONS (DIGIT 0) (CONS (DECC (DIGIT 6) 4) (CONS (DIGIT 9) [])))))))))","CONS (DECC (DIGIT 1) 1) (CONS (DECC (DIGIT 1) 9) (CONS (DECC (DIGIT 2) 4) (CONS (DECC (DIGIT 3) 3) (CONS (DECC (DIGIT 4) 2) (CONS (DIGIT 5) (CONS (DECC (DIGIT 8) 2) (CONS (DIGIT 0) (CONS (DECC (DIGIT 6) 4) (CONS (DIGIT 9) [])))))))))"
waves.1.c004,2,5,1,1,"C (CONS (DIGIT 9) (CONS (DECC (DIGIT 1) 9) (CONS (DIGIT 0) (CONS (DIGIT 7) (CONS (DIGIT 1) [])))))","CONS (DECC (DIGIT 1) 1) (CONS (DECC (DIGIT 1) 9) (CONS (DECC (DIGIT 2) 4) (CONS (DECC (DIGIT 3) 3) (CONS (DECC (DIGIT 4) 2) (CONS (DIGIT 5) (CONS (DECC (DIGIT 8) 2) (CONS (DIGIT 0) (CONS (DECC (DIGIT 6) 4) (CONS (DIGIT 9) [])))))))))","CONS (DECC (DIGIT 1) 1) (CONS (DECC (DIGIT 1) 9) (CONS (DECC (DIGIT 2) 4) (CONS (DECC (DIGIT 3) 3) (CONS (DECC (DIGIT 4) 2) (CONS (DIGIT 5) (CONS (DECC (DIGIT 8) 2) (CONS (DIGIT 0) (CONS (DECC (DIGIT 6) 4) (CONS (DIGIT 9) [])))))))))"
waves.1.c004,2,6,1,1,"C (CONS (DECC (DIGIT 4) 8) (CONS (DIGIT 9) (CONS (DIGIT 3) (CONS (DECC (DIGIT 2) 6) (CONS (DECC (DIGIT 6) 1) [])))))","CONS (DECC (DIGIT 1) 1) (CONS (DECC (DIGIT 1) 9) (CONS (DECC (DIGIT 2) 4) (CONS (DECC (DIGIT 3) 3) (CONS (DECC (DIGIT 4) 2) (CONS (DIGIT 5) (CONS (DECC (DIGIT 8) 2) (CONS (DIGIT 0) (CONS (DECC (DIGIT 6) 4) (CONS (DIGIT 9) [])))))))))","CONS (DECC (DIGIT 1) 1) (CONS (DECC (DIGIT 1) 9) (CONS (DECC (DIGIT 2) 4) (CONS (DECC (DIGIT 3) 3) (CONS (DECC (DIGIT 4) 2) (CONS (DIGIT 5) (CONS (DECC (DIGIT 8) 2) (CONS (DIGIT 0) (CONS (DECC (DIGIT 6) 4) (CONS (DIGIT 9) [])))))))))"
waves.1.c004,2,7,1,1,"C (CONS (DIGIT 5) (CONS (DIGIT 1) []))","CONS (DECC (DIGIT 1) 1) (CONS (DECC (DIGIT 1) 9) (CONS (DECC (DIGIT 2) 4) (CONS (DECC (DIGIT 3) 3) (CONS (DECC (DIGIT 4) 2) (CONS (DIGIT 5) (CONS (DECC (DIGIT 8) 2) (CONS (DIGIT 0) (CONS (DECC (DIGIT 6) 4) (CONS (DIGIT 9) [])))))))))","CONS (DECC (DIGIT 1) 1) (CONS (DECC (DIGIT 1) 9) (CONS (DECC (DIGIT 2) 4) (CONS (DECC (DIGIT 3) 3) (CONS (DECC (DIGIT 4) 2) (CONS (DIGIT 5) (CONS (DECC (DIGIT 8) 2) (CONS (DIGIT 0) (CONS (DECC (DIGIT 6) 4) (CONS (DIGIT 9) [])))))))))"
waves.1.c004,2,8,1,1,"C (CONS (DIGIT 8) (CONS (DIGIT 5) (CONS (DECC (DIGIT 9) 6) (CONS (DECC (DIGIT 7) 4) []))))","CONS (DECC (DIGIT 1) 1) (CONS (DECC (DIGIT 1) 9) (CONS (DECC (DIGIT 2) 4) (CONS (DECC (DIGIT 3) 3) (CONS (DECC (DIGIT 4) 2) (CONS (DIGIT 5) (CONS (DECC (DIGIT 8) 2) (CONS (DIGIT 0) (CONS (DECC (DIGIT 6) 4) (CONS (DIGIT 9) [])))))))))","CONS (DECC (DIGIT 1) 1) (CONS (DECC (DIGIT 1) 9) (CONS (DECC (DIGIT 2) 4) (CONS (DECC (DIGIT 3) 3) (CONS (DECC (DIGIT 4) 2) (CONS (DIGIT 5) (CONS (DECC (DIGIT 8) 2) (CONS (DIGIT 0) (CONS (DECC (DIGIT 6) 4) (CONS (DIGIT 9) [])))))))))"
waves.1.c004,2,9,1,1,"C (CONS (DECC (DIGIT 1) 0) [])","CONS (DECC (DIGIT 1) 1) (CONS (DECC (DIGIT 1) 9) (CONS (DECC (DIGIT 2) 4) (CONS (DECC (DIGIT 3) 3) (CONS (DECC (DIGIT 4) 2) (CONS (DIGIT 5) (CONS (DECC (DIGIT 8) 2) (CONS (DIGIT 0) (CONS (DECC (DIGIT 6) 4) (CONS (DIGIT 9) [])))))))))","CONS (DECC (DIGIT 1) 1) (CONS (DECC (DIGIT 1) 9) (CONS (DECC (DIGIT 2) 4) (CONS (DECC (DIGIT 3) 3) (CONS (DECC (DIGIT 4) 2) (CONS (DIGIT 5) (CONS (DECC (DIGIT 8) 2) (CONS (DIGIT 0) (CONS (DECC (DIGIT 6) 4) (CONS (DIGIT 9) [])))))))))"
waves.1.c004,2,10,1,1,"C (CONS (DIGIT 7) [])","CONS (DECC (DIGIT 1) 1) (CONS (DECC (DIGIT 1) 9) (CONS (DECC (DIGIT 2) 4) (CONS (DECC (DIGIT 3) 3) (CONS (DECC (DIGIT 4) 2) (CONS (DIGIT 5) (CONS (DECC (DIGIT 8) 2) (CONS (DIGIT 0) (CONS (DECC (DIGIT 6) 4) (CONS (DIGIT 9) [])))))))))","CONS (DECC (DIGIT 1) 1) (CONS (DECC (DIGIT 1) 9) (CONS (DECC (DIGIT 2) 4) (CONS (DECC (DIGIT 3) 3) (CONS (DECC (DIGIT 4) 2) (CONS (DIGIT 5) (CONS (DECC (DIGIT 8) 2) (CONS (DIGIT 0) (CONS (DECC (DIGIT 6) 4) (CONS (DIGIT 9) [])))))))))"
waves.1.c004,3,0,17,0,"C (CONS (DIGIT 3) (CONS (DIGIT 1) (CONS (DIGIT 5) [])))","CONS (DECC (DIGIT 1) 1) (CONS (DECC (DIGIT 1) 9) (CONS (DECC (DIGIT 2) 4) (CONS (DECC (DIGIT 3) 3) (CONS (DECC (DIGIT 4) 2) (CONS (DIGIT 5) (CONS (DECC (DIGIT 8) 2) (CONS (DIGIT 0) (CONS (DECC (DIGIT 6) 4) (CONS (DIGIT 9) [])))))))))","CONS (DIGIT 1) (CONS (DIGIT 5) [])"
waves.1.c004,3,1,1,1,"C (CONS (DIGIT 1) (CONS (DIGIT 2) (CONS (DIGIT 5) (CONS (DIGIT 3) (CONS (DECC (DIGIT 8) 0) [])))))","CONS (DECC (DIGIT 1) 1) (CONS (DECC (DIGIT 1) 9) (CONS (DECC (DIGIT 2) 4) (CONS (DECC (DIGIT 3) 3) (CONS (DECC (DIGIT 4) 2) (CONS (DIGIT 5) (CONS (DECC (DIGIT 8) 2) (CONS (DIGIT 0) (CONS (DECC (DIGIT 6) 4) (CONS (DIGIT 9) [])))))))))","CONS (DECC (DIGIT 1) 1) (CONS (DECC (DIGIT 1) 9) (CONS (DECC (DIGIT 2) 4) (CONS (DECC (DIGIT 3) 3) (CONS (DECC (DIGIT 4) 2) (CONS (DIGIT 5) (CONS (DECC (DIGIT 8) 2) (CONS (DIGIT 0) (CONS (DECC (DIGIT 6) 4) (CONS (DIGIT 9) [])))))))))"
waves.1.c004,3,2,1,1,"C (CONS (DECC (DIGIT 1) 3) (CONS (DECC (DIGIT 3) 3) (CONS (DECC (DIGIT 2) 9) [])))","CONS (DECC (DIGIT 1) 1) (CONS (DECC (DIGIT 1) 9) (CONS (DECC (DIGIT 2) 4) (CONS (DECC (DIGIT 3) 3) (CONS (DECC (DIGIT 4) 2) (CONS (DIGIT 5) (CONS (DECC (DIGIT 8) 2) (CONS (DIGIT 0) (CONS (DECC (DIGIT 6) 4) (CONS (DIGIT 9) [])))))))))","CONS (DECC (DIGIT 1) 1) (CONS (DECC (DIGIT 1) 9) (CONS (DECC (DIGIT 2) 4) (CONS (DECC (DIGIT 3) 3) (CONS (DECC (DIGIT 4) 2) (CONS (DIGIT 5) (CONS (DECC (DIGIT 8) 2) (CONS (DIGIT 0) (CONS (DECC (DIGIT 6) 4) (CONS (DIGIT 9) [])))))))))"
waves.1.c004,3,3,1,1,"C (CONS (DIGIT 4) (CONS (DIGIT 4) (CONS (DECC (DIGIT 8) 5) (CONS (DIGIT 0) []))))","CONS (DECC (DIGIT 1) 1) (CONS (DECC (DIGIT 1) 9) (CONS (DECC (DIGIT 2) 4) (CONS (DECC (DIGIT 3) 3) (CONS (DECC (DIGIT 4) 2) (CONS (DIGIT 5) (CONS (DECC (DIGIT 8) 2) (CONS (DIGIT 0) (CONS (DECC (DIGIT 6) 4) (CONS (DIGIT 9) [])))))))))","CONS (DECC (DIGIT 1) 1) (CONS (DECC (DIGIT 1) 9) (CONS (DECC (DIGIT 2) 4) (CONS (DECC (DIGIT 3) 3) (CONS (DECC (DIGIT 4) 2) (CONS (DIGIT 5) (CONS (DECC (DIGIT 8) 2) (CONS (DIGIT 0) (CONS (DECC (DIGIT 6) 4) (CONS (DIGIT 9) [])))))))))"
waves.1.c004,3,4,1,1,"C (CONS (DIGIT 4) (CONS (DIGIT 3) (CONS (DECC (DIGIT 5) 2) (CONS (DECC (DIGIT 7) 1) (CONS (DIGIT 6) (CONS (DIGIT 9) (CONS (DECC (DIGIT 5) 5) [])))))))","CONS (DECC (DIGIT 1) 1) (CONS (DECC (DIGIT 1) 9) (CONS (DECC (DIGIT 2) 4) (CONS (DECC (DIGIT 3) 3) (CONS (DECC (DIGIT 4) 2) (CONS (DIGIT 5) (CONS (DECC (DIGIT 8) 2) (CONS (DIGIT 0) (CONS (DECC (DIGIT 6) 4) (CONS (DIGIT 9) [])))))))))","CONS (DECC (DIGIT 1) 1) (CONS (DECC (DIGIT 1) 9) (CONS (DECC (DIGIT 2) 4) (CONS (DECC (DIGIT 3) 3) (CONS (DECC (DIGIT 4) 2) (CONS (DIGIT 5) (CONS (DECC (DIGIT 8) 2) (CONS (DIGIT 0) (CONS (DECC (DIGIT 6) 4) (CONS (DIGIT 9) [])))))))))"
waves.1.c004,3,5,1,1,"C (CONS (DIGIT 1) (CONS (DIGIT 9) (CONS (DIGIT 6) (CONS (DECC (DIGIT 1) 4) []))))","CONS (DECC (DIGIT 1) 1) (CONS (DECC (DIGIT 1) 9) (CONS (DECC (DIGIT 2) 4) (CONS (DECC (DIGIT 3) 3) (CONS (DECC (DIGIT 4) 2) (CONS (DIGIT 5) (CONS (DECC (DIGIT 8) 2) (CONS (DIGIT 0) (CONS (DECC (DIGIT 6) 4) (CONS (DIGIT 9) [])))))))))","CONS (DECC (DIGIT 1) 1) (CONS (DECC (DIGIT 1) 9) (CONS (DECC (DIGIT 2) 4) (CONS (DECC (DIGIT 3) 3) (CONS (DECC (DIGIT 4) 2) (CONS (DIGIT 5) (CONS (DECC (DIGIT 8) 2) (CONS (DIGIT 0) (CONS (DECC (DIGIT 6) 4) (CONS (DIGIT 9) [])))))))))"
waves.1.c004,3,6,1,1,"C (CONS (DIGIT 4) (CONS (DIGIT 1) (CONS (DECC (DIGIT 7) 4) (CONS (DIGIT 4) (CONS (DIGIT 6) (CONS (DECC (DIGIT 8) 6) []))))))","CONS (DECC (DIGIT 1) 1) (CONS (DECC (DIGIT 1) 9) (CONS (DECC (DIGIT 2) 4) (CONS (DECC (DIGIT 3) 3) (CONS (DECC (DIGIT 4) 2) (CONS (DIGIT 5) (CONS (DECC (DIGIT 8) 2) (CONS (DIGIT 0) (CONS (DECC (DIGIT 6) 4) (CONS (DIGIT 9) [])))))))))","CONS (DECC (DIGIT 1) 1) (CONS (DECC (DIGIT 1) 9) (CONS (DECC (DIGIT 2) 4) (CONS (DECC (DIGIT 3) 3) (CONS (DECC (DIGIT 4) 2) (CONS (DIGIT 5) (CONS (DECC (DIGIT 8) 2) (CONS (DIGIT 0) (CONS (DECC (DIGIT 6) 4) (CONS (DIGIT 9) [])))))))))"
waves.1.c004,3,7,1,1,"C (CONS (DECC (DIGIT 8) 9) (CONS (DIGIT 8) (CONS (DECC (DIGIT 5) 7) (CONS (DIGIT 3) (CONS (DECC (DIGIT 1) 7) (CONS (DIGIT 3) (CONS (DIGIT 2) (CONS (DIGIT 2) (CONS (DIGIT 6) (CONS (DIGIT 5) []))))))))))","CONS (DECC (DIGIT 1) 1) (CONS (DECC (DIGIT 1) 9) (CONS (DECC (DIGIT 2) 4) (CONS (DECC (DIGIT 3) 3) (CONS (DECC (DIGIT 4) 2) (CONS (DIGIT 5) (CONS (DECC (DIGIT 8) 2) (CONS (DIGIT 0) (CONS (DECC (DIGIT 6) 4) (CONS (DIGIT 9) [])))))))))","CONS (DECC (DIGIT 1) 1) (CONS (DECC (DIGIT 1) 9) (CONS (DECC (DIGIT 2) 4) (CONS (DECC (DIGIT 3) 3) (CONS (DECC (DIGIT 4) 2) (CONS (DIGIT 5) (CONS (DECC (DIGIT 8) 2) (CONS (DIGIT 0) (CONS (DECC (DIGIT 6) 4) (CONS (DIGIT 9) [])))))))))"
waves.1.c004,3,8,1,1,"C (CONS (DIGIT 8) (CONS (DIGIT 5) (CONS (DECC (DIGIT 5) 0) (CONS (DIGIT 7) (CONS (DIGIT 3) (CONS (DIGIT 5) (CONS (DIGIT 6) [])))))))","CONS (DECC (DIGIT 1) 1) (CONS (DECC (DIGIT 1) 9) (CONS (DECC (DIGIT 2) 4) (CONS (DECC (DIGIT 3) 3) (CONS (DECC (DIGIT 4) 2) (CONS (DIGIT 5) (CONS (DECC (DIGIT 8) 2) (CONS (DIGIT 0) (CONS (DECC (DIGIT 6) 4) (CONS (DIGIT 9) [])))))))))","CONS (DECC (DIGIT 1) 1) (CONS (DECC (DIGIT 1) 9) (CONS (DECC (DIGIT 2) 4) (CONS (DECC (DIGIT 3) 3) (CONS (DECC (DIGIT 4) 2) (CONS (DIGIT 5) (CONS (DECC (DIGIT 8) 2) (CONS (DIGIT 0) (CONS (DECC (DIGIT 6) 4) (CONS (DIGIT 9) [])))))))))"
waves.1.c004,3,9,1,1,"C (CONS (DECC (DIGIT 6) 5) (CONS (DIGIT 8) (CONS (DIGIT 0) (CONS (DIGIT 0) (CONS (DECC (DIGIT 9) 7) (CONS (DECC (DIGIT 9) 7) (CONS (DECC (DIGIT 1) 6) [])))))))","CONS (DECC (DIGIT 1) 1) (CONS (DECC (DIGIT 1) 9) (CONS (DECC (DIGIT 2) 4) (CONS (DECC (DIGIT 3) 3) (CONS (DECC (DIGIT 4) 2) (CONS (DIGIT 5) (CONS (DECC (DIGIT 8) 2) (CONS (DIGIT 0) (CONS (DECC (DIGIT 6) 4) (CONS (DIGIT 9) [])))))))))","CONS (DECC (DIGIT 1) 1) (CONS (DECC (DIGIT 1) 9) (CONS (DECC (DIGIT 2) 4) (CONS (DECC (DIGIT 3) 3) (CONS (DECC (DIGIT 4) 2) (CONS (DIGIT 5) (CONS (DECC (DIGIT 8) 2) (CONS (DIGIT 0) (CONS (DECC (DIGIT 6) 4) (CONS (DIGIT 9) [])))))))))"
waves.1.c004,3,10,1,1,"C (CONS (DECC (DIGIT 9) 4) (CONS (DECC (DIGIT 3) 8) (CONS (DIGIT 5) (CONS (DIGIT 5) (CONS (DIGIT 5) (CONS (DECC (DIGIT 6) 1) []))))))","CONS (DECC (DIGIT 1) 1) (CONS (DECC (DIGIT 1) 9) (CONS (DECC (DIGIT 2) 4) (CONS (DECC (DIGIT 3) 3) (CONS (DECC (DIGIT 4) 2) (CONS (DIGIT 5) (CONS (DECC (DIGIT 8) 2) (CONS (DIGIT 0) (CONS (DECC (DIGIT 6) 4) (CONS (DIGIT 9) [])))))))))","CONS (DECC (DIGIT 1) 1) (CONS (DECC (DIGIT 1) 9) (CONS (DECC (DIGIT 2) 4) (CONS (DECC (DIGIT 3) 3) (CONS (DECC (DIGIT 4) 2) (CONS (DIGIT 5) (CONS (DECC (DIGIT 8) 2) (CONS (DIGIT 0) (CONS (DECC (DIGIT 6) 4) (CONS (DIGIT 9) [])))))))))"
waves.1.c004,4,0,17,0,"C (CONS (DECC (DIGIT 8) 3) [])","CONS (DECC (DIGIT 1) 1) (CONS (DECC (DIGIT 1) 9) (CONS (DECC (DIGIT 2) 4) (CONS (DECC (DIGIT 3) 3) (CONS (DECC (DIGIT 4) 2) (CONS (DIGIT 5) (CONS (DECC (DIGIT 8) 2) (CONS (DIGIT 0) (CONS (DECC (DIGIT 6) 4) (CONS (DIGIT 9) [])))))))))","[]"
